服务器 ID,玩家 ID,玩家信息,标题信息,附件资产信息,自定义
2090402,216175391,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":10}]"
2090402,216249080,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2090402,214972540,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":15}]"
2090402,216221503,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2090402,216194998,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":15}]"
2090902,217114077,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":15}]"
2091102,217380833,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":10}]"
2091102,217431631,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2091102,217554550,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2091102,217479044,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":10}]"
2091202,217638034,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":10}]"
2091202,217563600,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2091202,217560311,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2091202,217632368,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":10}]"
2091302,217734433,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2091802,218596467,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2092002,219075642,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2092002,219069764,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":10}]"
2092202,219601977,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2092302,219708276,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":10}]"
2092302,219640670,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2092302,219818959,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":11}]"
2092402,219856253,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2092402,220083986,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
